"iname","icount"
"10 Players","6"
"12 Players","2"
"13 Players","2"
"2 Players","1325"
"3 Players","488"
"4 Players","322"
"5 Players","150"
"6 Players","89"
"7 Players","29"
"8 Players","15"
"9 Players","8"
